ENTIDAD,NOM_ENT ,DISTRITO,INDIGENA,COMPLEJIDA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_0A17,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,POB_EDADNE,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LEN,PCDISC_AUD,PCDISC_M_A,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_C,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRI,PAFIL_OTRA,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCIN,VPH_SINTIC
15,México,30,NO,Altamente Concentrado 2,435373,223329,212044,20526,9920,10606,141202,414754,213358,201396,398688,205372,193316,343848,178062,165786,319396,165807,153589,294078,153429,140649,24438,12137,12301,46468,23159,23309,55829,27822,28007,24452,12255,12197,25318,12378,12940,56281,28114,28167,125426,33331,17689,15642,94,115884,299580,19816,93,1,261223,132170,129053,171920,90006,81914,384322,197990,186332,13536,7039,6497,10383,5420,4963,125,84,41,10070,5234,4836,10334,123,10025,28957,7503,3809,3694,19542,7809,10133,2735,3703,2878,3390,49085,12521,34681,2687,9092,1945,8260,5267,363709,10751,5284,5467,2565,1270,1295,2257,1031,1226,19429,9769,9660,17573,8929,8644,1112,495,617,8124,5126,2998,11831,7072,4759,18055,9918,8137,43531,23430,20101,11464,5016,6448,93509,48477,45032,127448,64765,62683,9,9,9,214857,87896,126961,128315,89868,38447,210322,86558,123764,4535,1338,3197,176666,257988,125111,25862,5374,2013,89614,1359,4403,6356,119975,183135,40467,113480,38990,74490,435018,142320,292698,132999,113498,122126,102625,113238,113480,15998,3503,435018,3,1,108694,4430,44724,68430,9682,24885,78581,112848,305,109860,103298,3289,78603,50309,111991,993,111624,1293,108611,33,111277,69089,475,97749,81968,51211,34840,16534,40654,87122,106834,37384,50459,100891,60780,23985,13937,11447,2991,7685,46660,914
15,México,31,NO,Altamente Concentrado 1,352324,182842,169482,12098,5955,6143,90687,340184,176864,163320,329860,171730,158130,294133,153967,140166,278340,146122,132218,261595,137919,123676,15588,7761,7827,30463,15136,15327,36515,18120,18395,15793,7845,7948,16745,8203,8542,40773,20134,20639,95448,50682,28380,22302,92,73942,242472,35868,42,1,198158,100396,97762,152130,81489,70641,322483,168127,154356,6172,3141,3031,3901,2020,1881,33,25,8,3733,1919,1814,3882,33,3716,10005,4932,2552,2380,19420,9386,8729,2454,4173,3326,3084,47177,14324,32407,2606,10383,2308,8126,5093,283024,5642,2780,2862,1353,687,666,1100,468,632,13493,6803,6690,16371,8295,8076,576,279,297,6192,4289,1903,8539,5612,2927,16712,9989,6723,35148,19599,15549,8311,3571,4740,69370,35345,34025,129945,66482,63463,10,9,10,180510,77228,103282,112992,76447,36545,176473,75920,100553,4037,1308,2729,129946,221484,118746,27752,3246,1743,61170,1642,3017,6065,109597,139492,44872,96487,35444,61043,351581,121645,229936,101754,96505,96738,91489,96381,96487,4166,1083,351581,3,0,95679,647,37530,58817,6540,19247,70558,96281,67,95923,95115,424,86600,71361,96144,78,96033,58,95591,4,95898,56418,319,86470,73166,48771,34407,11523,31944,72063,92502,41549,56846,85043,63238,25440,15960,11818,1930,5059,28977,587
15,México,32,NO,Altamente Concentrado 2,391584,200978,190606,19217,9521,9696,125370,372237,191388,180849,357572,184114,173458,308432,159901,148531,287024,149156,137868,266084,138666,127418,22232,11050,11182,41573,20437,21136,49546,24573,24973,21408,10745,10663,20940,10490,10450,46026,23000,23026,108620,38878,20466,18412,94,104430,263701,23323,130,2,207710,104677,103033,181781,95202,86579,342809,176653,166156,13636,6987,6649,10790,5630,5160,112,73,39,10365,5385,4980,10742,110,10325,29448,6203,3129,3074,21312,8780,10532,2910,4259,2865,3469,52873,14702,36735,3223,10309,2267,9821,5159,314686,9079,4401,4678,2012,945,1067,1778,823,955,15552,8111,7441,13025,6751,6274,957,392,565,8988,5937,3051,12262,7524,4738,20826,11480,9346,42124,22149,19975,11180,4863,6317,89431,45727,43704,101412,52021,49391,9,9,9,197457,82266,115191,110020,77146,32874,193311,81163,112148,4146,1103,3043,168036,222723,108364,18805,3684,2938,81105,1032,3706,4421,104183,162257,41595,104376,33742,70634,391341,117668,273673,111053,104407,103335,96689,104167,104376,5346,1300,391341,3,1,100339,3621,49632,54410,12784,28102,63136,103909,133,102239,99156,1793,76350,51278,103391,456,103088,529,101575,21,102795,68568,572,85541,69578,41547,28011,12525,44492,77039,96834,31457,46101,92016,58207,24601,10698,8804,3472,6938,41605,1019
15,México,33,NO,Concentrado 1,428219,221361,206858,19747,9782,9965,137606,408186,211427,196759,393129,204012,189117,340341,178124,162217,314651,164383,150268,290327,151869,138458,22386,10971,11415,45459,22332,23127,56763,28992,27771,25690,13741,11949,24324,12514,11810,51145,25727,25418,123030,36127,19028,17099,93,113282,292579,22072,286,1,265318,134977,130341,160730,85224,75506,368701,190233,178468,23447,13352,10095,8125,4679,3446,61,41,20,7800,4497,3303,8102,60,7785,19727,7663,3845,3818,17578,6900,8765,2531,3682,2817,3017,47556,12357,33690,2896,9499,2053,7971,4628,360208,8745,4252,4493,2390,1124,1266,1862,849,1013,18840,10017,8823,16031,8196,7835,1019,459,560,7968,5064,2904,10332,6204,4128,16806,9534,7272,39159,21342,17817,9642,4462,5180,95456,49221,46235,130521,66781,63740,9,9,9,205691,82717,122974,133795,95055,38740,201458,81518,119940,4233,1199,3034,166927,260339,119374,36090,5859,5553,83229,1735,4748,5951,115615,184947,39411,111803,34673,77130,424972,122022,302950,146101,111827,139999,105725,111597,111803,24833,9441,424972,3,1,106511,4897,38902,72576,7791,21414,82265,111115,372,103333,81359,8132,72062,29767,108897,2180,109167,1993,102220,69,108298,64937,575,95384,80977,51198,39731,13744,47515,86124,105104,39497,49272,99301,58942,30504,14901,12440,3006,7910,46614,1094
15,México,34,NO,Concentrado 1,427460,223306,204154,15812,7683,8129,110952,411179,215390,195789,399126,209440,189686,356126,188272,167854,336307,178526,157781,316039,168449,147590,18316,8973,9343,36737,18145,18592,44954,22137,22817,19819,9746,10073,20268,10077,10191,50835,25460,25375,119978,55291,31132,24159,91,90684,300010,36297,469,1,368275,190947,177328,56490,31003,25487,390322,204979,185343,7746,3994,3752,1763,879,884,8,6,2,1723,857,866,1753,8,1713,4748,7101,3616,3485,16041,7207,7320,2417,3895,3133,2992,45213,12968,30176,2553,10446,2574,8576,4856,363043,6261,3064,3197,1638,807,831,1128,545,583,17133,8659,8474,24703,12299,12404,496,229,267,5797,4084,1713,6888,4666,2222,12230,7712,4518,26552,15681,10871,6208,2780,3428,69695,35495,34200,201792,105127,96665,11,11,11,221114,97864,123250,134425,90112,44313,215688,95933,119755,5426,1931,3495,128754,298008,175576,19377,45943,1453,38898,998,5909,13633,132833,179807,43330,117559,38858,78701,426465,125872,300593,137822,117610,132647,112435,117469,117559,15342,4870,426465,3,0,116282,1033,25100,92234,2680,9624,105025,117085,249,116392,106441,942,100370,47368,116768,225,117042,281,116091,44,116778,47232,502,104350,88990,67787,67110,10047,28719,87946,111847,63694,58624,107626,78911,65051,30274,17951,2722,5324,32389,820
15,México,35,NO,Concentración Media,431697,221172,210525,24912,12287,12625,151649,406675,208829,197846,389909,200481,189428,329783,170954,158829,304600,158512,146088,279938,146390,133548,25123,12348,12775,51769,25527,26242,60309,29670,30639,25183,12442,12741,24662,12122,12540,52684,26632,26052,115467,42740,22885,19855,95,126987,275542,29058,110,2,404316,207640,196676,22929,12244,10685,381200,197334,183866,5232,2713,2519,990,432,558,5,3,2,954,427,527,982,5,946,2551,7557,3803,3754,19576,8703,8171,3538,4515,4079,3914,43173,13978,26046,3582,9810,2473,9261,4947,366440,9821,4717,5104,2067,962,1105,3218,1374,1844,16014,8292,7722,13489,7054,6435,1182,497,685,17687,10161,7526,16081,9156,6925,37140,18930,18210,54398,28043,26355,11418,4829,6589,87732,46171,41561,87717,45942,41775,8,8,8,208740,81931,126809,119965,88543,31422,206249,81310,124939,2491,621,1870,137777,291518,48821,11612,16701,2882,197954,1647,2304,11298,107954,186774,34989,106464,31722,74742,429185,115478,313707,135165,106505,133957,105297,106208,106464,19795,8865,429185,4,1,101634,4530,35509,70657,5944,20153,80067,105408,758,102347,87388,3819,84985,21220,99201,2979,100910,5253,98057,191,99121,60057,2579,74550,61255,27923,40555,13361,21470,68448,92704,22831,21286,86832,34795,55420,6830,4364,7517,16234,66835,3691
15,México,36,NO,Disperso 2,390046,200769,189277,23132,11467,11665,142160,366912,189301,177611,350491,181138,169353,293633,153188,140445,270340,141526,128814,247884,130388,117496,24597,12215,12382,48682,23898,24784,56085,27722,28363,23293,11662,11631,22456,11138,11318,46014,23958,22056,99124,46830,24490,22340,94,119704,236905,33435,2,2,368998,189893,179105,17376,9333,8043,344422,178828,165594,3560,1872,1688,4241,2183,2058,40,25,15,4151,2151,2000,4210,38,4122,9445,2964,1565,1399,20110,10027,7974,3839,5256,3950,4217,40023,14601,24747,3331,9409,2535,8169,4604,328026,9477,4606,4871,1755,862,893,2393,1103,1290,15468,7906,7562,12223,6549,5674,1274,525,749,27157,16363,10794,27097,15711,11386,35221,18249,16972,46247,23705,22542,9039,4077,4962,71454,37141,34313,71456,37449,34007,8,8,8,173360,67303,106057,119161,85445,33716,169903,66720,103183,3457,583,2874,86218,303019,19469,7807,22543,640,239557,6055,2700,7237,97470,166020,30115,100740,29581,71159,388834,100113,288721,144472,100773,142695,98996,100562,100740,26761,16938,388834,3,1,95264,5293,35529,65029,5276,20349,74930,99250,1307,93797,56175,6760,75108,20642,89575,2239,90254,10303,85526,349,88933,56778,3495,76499,56168,22034,37399,15080,6251,49765,83668,16766,14460,80309,22589,42364,4180,2426,11179,17803,73351,5463
15,México,37,NO,Concentrado 2,429933,219548,210385,17403,8622,8781,126670,412458,210890,201568,399117,204237,194880,349080,179464,169616,326035,168015,158020,303191,156812,146379,20212,10063,10149,43166,21363,21803,52439,26023,26416,23045,11449,11596,22844,11203,11641,51242,25213,26029,121780,41814,22423,19391,95,103826,299827,26208,72,1,316223,160422,155801,110146,58013,52133,386529,198524,188005,9932,5110,4822,3921,1912,2009,20,16,4,3810,1851,1959,3904,19,3797,11042,8347,4100,4247,16252,7027,7458,2382,3724,2905,2907,44864,13018,29909,2638,9983,2209,8230,4803,366085,8048,4022,4026,2286,1094,1192,1799,856,943,18087,9095,8992,18983,9567,9416,705,314,391,6637,4335,2302,9715,5936,3779,14562,8431,6131,34809,19182,15627,9217,4071,5146,87033,43657,43376,158018,79993,78025,10,10,10,219392,90731,128661,128802,88296,40506,214924,89334,125590,4468,1397,3071,134091,293624,195196,17157,6295,2833,61271,1593,5061,7339,118909,188283,41616,114829,34515,80314,428122,117261,310861,136122,114853,131847,110578,114473,114829,15762,5507,428122,3,0,112390,1981,29860,84549,4494,15011,94904,114233,185,112171,92476,2212,80255,28928,112834,1058,113089,1152,111014,27,112506,54950,429,103776,91557,59690,53543,14011,38446,88676,109639,50801,54801,104285,67167,34662,22602,16526,2423,6157,40127,834
15,México,38,NO,Concentrado 2,422091,216160,205931,18014,8845,9169,125451,404015,207285,196730,391046,200921,190125,342282,176910,165372,320096,165990,154106,296578,154338,142240,19592,9709,9883,42141,20666,21475,51007,25113,25894,22186,10920,11266,23518,11652,11866,53115,26287,26828,118159,45643,24580,21063,95,101933,290340,29756,62,1,317890,161888,156002,101099,53090,48009,376777,194094,182683,12208,6255,5953,9140,4548,4592,94,58,36,8912,4418,4494,9085,93,8861,22337,7361,3719,3642,18469,7838,8347,2748,4204,3206,3175,48907,14280,32329,3072,11037,2523,9566,4996,351879,7182,3500,3682,1715,809,906,1607,677,930,18778,9573,9205,19962,10001,9961,752,335,417,6877,4304,2573,8824,5258,3566,17164,9610,7554,37777,20325,17452,10293,4374,5919,86014,44217,41797,146887,75114,71773,10,10,10,209403,85953,123450,131756,90518,41238,204493,84446,120047,4910,1507,3403,146435,274157,105218,30709,12731,2757,110265,2159,8172,5052,120863,179785,41310,107719,34320,73399,416952,121668,295284,126511,107767,120994,102250,107456,107719,13251,5493,416952,3,0,104129,3256,33961,73448,7560,15844,84003,107117,298,96799,51052,10612,93755,46162,105264,1361,105168,2215,95929,80,104585,52226,443,92553,75898,48396,46469,17902,52582,85223,101995,39186,38602,96771,54778,22249,13808,9878,2435,7123,46399,786
15,México,39,NO,Altamente Concentrado 2,408163,209027,199136,19423,9594,9829,127589,388666,199397,189269,373902,192125,181777,323963,167498,156465,302372,156960,145412,280500,146255,134245,22299,11000,11299,42404,20899,21505,50242,24639,25603,21591,10538,11053,21872,10705,11167,50958,25335,25623,113735,38426,20746,17680,95,105717,278228,24144,74,1,243625,123112,120513,162246,84791,77455,358461,184358,174103,14587,7436,7151,12135,6260,5875,148,94,54,11825,6083,5742,12074,139,11776,32761,11968,6050,5918,20591,8613,10226,2668,4066,2912,3339,48794,13833,33533,2688,9554,1918,8876,5417,335756,9215,4451,4764,2285,1101,1184,1833,807,1026,16462,8300,8162,16114,8104,8010,1023,470,553,8244,5450,2794,11125,6901,4224,19637,10949,8688,43617,23423,20194,10332,4519,5813,88076,44934,43142,118480,60334,58146,9,9,9,204332,84335,119997,118959,82855,36104,200283,83162,117121,4049,1173,2876,164549,243104,114764,21491,3811,2135,89212,2465,4498,6585,114370,169296,40076,105570,35611,69959,408044,129793,278251,116323,105595,106051,95323,105443,105570,8539,2189,408044,3,1,101054,4320,43302,62097,11147,23321,70928,105156,248,99226,89458,6168,86548,53144,103621,1517,104223,1011,98538,55,103524,66586,552,89213,74212,43635,32549,11728,28182,80667,99307,34593,50953,92649,55649,23417,12354,10052,2848,7107,44445,897
15,México,4,NO,Concentrado 1,441964,226729,215235,18802,9229,9573,131901,423091,217462,205629,409424,210534,198890,357166,184568,172598,333835,172915,160920,309992,161178,148814,20866,10527,10339,45059,22367,22692,53746,26717,27029,23331,11653,11678,23843,11737,12106,53228,26552,26676,125794,42998,22955,20043,94,108058,306474,27361,71,1,320759,162756,158003,119747,63205,56542,400733,206104,194629,7952,4146,3806,9715,5046,4669,88,60,28,9528,4932,4596,9678,88,9493,26300,9163,4661,4502,20226,8952,9501,2651,4301,3094,3458,53810,15543,35995,2884,11128,2160,10320,5375,365209,8835,4396,4439,1558,769,789,1421,643,778,18967,9598,9369,19477,9917,9560,811,342,469,9499,6264,3235,11973,7527,4446,19276,10967,8309,47256,25436,21820,10446,4519,5927,93593,47070,46523,138189,70398,67791,9,9,9,219209,89143,130066,137374,95163,42211,214360,87797,126563,4849,1346,3503,145075,296571,193884,13149,6903,3600,69638,1159,4101,7380,119011,193559,44461,117698,37912,79786,441646,131065,310581,135732,117716,131637,113621,117434,117698,13965,4051,441646,3,0,115176,2217,37004,80401,6174,18771,92456,117231,175,113167,88737,4239,95047,37450,115114,1269,116009,1331,112079,29,115129,66255,495,103597,88829,63566,46896,10306,8516,93710,112476,45712,58441,105497,65896,29049,18337,13604,2302,6549,45199,877
15,México,40,NO,Concentración Media,475795,241781,234014,24455,12039,12416,160797,450967,229554,221413,433550,220964,212586,369928,189697,180231,341854,175744,166110,314625,162247,152378,26223,12916,13307,54816,26941,27875,65324,32147,33177,28074,13953,14121,27229,13497,13732,58639,29221,29418,133164,38467,20836,17631,96,133568,317017,24837,373,2,439842,224184,215658,30189,16587,13602,422279,217244,205035,6143,3159,2984,26220,13731,12489,433,287,146,25495,13362,12133,26074,432,25350,58091,7298,3669,3629,15920,6992,6727,2662,3719,3152,2863,41124,12669,26155,3015,8964,2538,7394,5147,415691,10710,5271,5439,1987,929,1058,2129,988,1141,19585,9975,9610,17157,8666,8491,919,365,554,17100,11902,5198,17102,11542,5560,32368,17967,14401,53976,28187,25789,9495,3845,5650,101373,49347,52026,114777,58128,56649,9,8,9,225748,87084,138664,143209,102192,41017,221191,85987,135204,4557,1097,3460,182040,289556,115191,13050,23716,1179,124755,2870,2176,8739,123345,215111,31392,112723,29028,83695,470814,106406,364408,145933,112739,141953,108759,112600,112723,24472,8722,470814,4,1,108703,3797,32976,79525,4479,17757,90264,111608,893,108138,74661,4362,77065,30004,101797,5662,105116,7374,102243,250,103028,63680,2010,76980,52876,35970,46826,5652,24550,80279,104432,29207,24322,92356,39550,28560,10868,7280,4524,18041,67884,2601
15,México,41,NO,Concentrado 1,545448,280923,264525,18315,9015,9300,160878,527010,271846,255164,510967,263873,247094,445152,231479,213673,414681,216433,198248,384447,201552,182895,24622,12237,12385,57236,28130,29106,69673,34322,35351,30471,15046,15425,30234,14881,15353,62152,31187,30965,163376,45788,25053,20735,94,130644,385892,28789,123,1,275459,139762,135697,266887,139548,127339,478581,247379,231202,31041,15873,15168,4860,2475,2385,27,19,8,4721,2398,2323,4848,27,4709,13210,9682,4841,4841,20943,8040,11066,2745,4283,3165,3413,63421,14467,46102,3029,11530,2582,10053,6326,457255,8339,4093,4246,2642,1294,1348,1947,931,1016,24990,12556,12434,24925,12743,12182,900,413,487,4863,3270,1593,7071,4554,2517,12617,7531,5086,34439,19988,14451,10328,4808,5520,99035,51419,47616,232704,118306,114398,10,10,11,277621,116632,160989,166830,114470,52360,271707,114657,157050,5914,1975,3939,178799,366106,227797,57624,6185,7779,53124,1446,7376,9284,153173,241109,50620,163797,51627,112170,545382,154455,390927,206621,163804,185255,142438,163602,163797,32894,9923,545382,3,0,162020,1475,42004,121539,3488,19622,140424,163452,101,161992,149588,1525,57420,21552,163072,314,163128,297,161702,9,162958,75993,402,154158,137037,101532,80432,18725,45177,121590,157347,82964,76381,153714,106421,62462,39384,31215,3113,5790,45451,767
15,México,5,NO,Concentrado 2,424436,214656,209780,17967,9004,8963,128203,406406,205619,200787,392877,198930,193947,343073,174459,168614,319762,162889,156873,296170,151333,144837,20315,10044,10271,43018,21116,21902,52839,26027,26812,23311,11570,11741,23592,11556,12036,50956,25005,25951,117408,44238,23102,21136,97,104611,290383,29379,63,1,313940,159502,154438,102855,54189,48666,376906,193726,183180,9151,4691,4460,4112,2101,2011,25,17,8,3978,2046,1932,4089,21,3959,10947,8123,4125,3998,17702,7854,8100,2817,4215,3599,3512,42873,12273,28961,2620,10032,2375,7364,5080,361300,7679,3795,3884,1930,932,998,1649,742,907,18919,9531,9388,16864,8644,8220,785,342,443,8155,5075,3080,9704,5819,3885,21233,10502,10731,41411,21544,19867,9024,3865,5159,95898,48144,47754,129323,66176,63147,9,9,9,208540,81497,127043,133707,92572,41135,204701,80401,124300,3839,1096,2743,141989,275811,95362,19872,8418,5873,135377,1897,3721,7281,116409,187485,39065,112498,33490,79008,417486,112292,305194,134101,112524,129020,107443,112151,112498,13885,7692,417486,3,1,109592,2520,38724,73403,6339,19416,86369,111782,347,107207,77597,4922,91692,32010,109725,1085,110293,1809,105781,77,109668,56268,658,96196,79436,46006,48886,15750,46235,85901,105732,34110,31800,99915,47932,24847,10483,7963,3268,9548,57143,1253
15,México,6,NO,Altamente Concentrado 2,392069,202570,189499,13707,6869,6838,100349,378279,195656,182623,366985,189985,177000,328178,171055,157123,310340,162317,148023,291637,153149,138488,17291,8551,8740,32810,16050,16760,40090,19602,20488,17838,8738,9100,18703,9168,9535,46144,22899,23245,108419,49552,26995,22557,93,81646,279193,31147,83,1,205217,103840,101377,184121,97349,86772,355783,184445,171338,10010,5027,4983,3594,1758,1836,23,15,8,3458,1688,1770,3580,23,3446,9477,6626,3280,3346,18905,7730,9530,2298,3971,2669,2954,52571,13702,37787,2202,10857,2097,8597,4779,317884,5515,2720,2795,1431,674,757,1110,500,610,15702,7869,7833,20283,10040,10243,476,199,277,3186,2116,1070,6374,3926,2448,9480,5857,3623,28086,16693,11393,7517,3440,4077,66213,34479,31734,180137,91028,89109,11,10,11,200606,85061,115545,126569,85438,41131,195136,83148,111988,5470,1913,3557,115983,274980,204991,20792,5258,2690,32058,890,4855,6588,118266,166893,42618,115602,39637,75965,391833,123776,268057,133525,115620,126443,108538,115501,115602,13942,3963,391833,3,0,114372,975,19838,95594,1960,6749,106719,115375,51,115240,111160,122,85023,51524,115177,100,115090,76,114952,5,115005,57257,216,109948,99240,74536,53129,12213,29488,86026,111925,62541,78526,106686,83279,50828,32347,22818,1762,3027,26429,463
15,México,7,NO,Altamente Concentrado 2,410724,212039,198685,13418,6590,6828,102880,397114,205350,191764,386144,199971,186173,346214,180588,165626,327343,171189,156154,307652,161571,146081,16915,8236,8679,33985,16526,17459,42273,20752,21521,18871,9399,9472,19691,9618,10073,44501,21946,22555,111543,60325,32874,27451,93,83189,288665,38678,192,1,241257,121806,119451,166721,88799,77922,375295,194623,180672,9744,4847,4897,3250,1622,1628,16,10,6,3172,1583,1589,3229,16,3153,8474,9548,4722,4826,18114,8211,8319,2385,4104,3085,3075,50553,14701,33789,2444,11415,2240,9572,5647,338736,5560,2696,2864,1657,751,906,1204,567,637,16577,8302,8275,20967,10351,10616,572,257,315,3753,2560,1193,5553,3581,1972,10071,6144,3927,29102,17049,12053,7178,3230,3948,63413,32510,30903,198162,100963,97199,11,11,11,212987,92644,120343,132680,87697,44983,208105,90923,117182,4882,1721,3161,111187,299006,232724,19255,5850,4384,23547,1194,8912,8253,123927,178263,43865,119894,39945,79949,410000,124782,285218,134528,119931,125337,110740,119727,119894,11687,2910,410000,3,0,118578,1057,22495,97158,2255,7888,109506,119595,62,116759,107706,2894,112226,55936,118894,599,118685,909,116276,9,118226,46517,197,114964,105945,84215,69589,11812,25030,97659,116694,71439,82362,111627,89081,49144,38793,26988,1436,2981,25011,421
15,México,8,NO,Altamente Concentrado 2,357044,182915,174129,14202,6971,7231,96774,342569,175804,166765,331832,170443,161389,294162,151977,142185,277302,143699,133603,259997,135141,124856,16257,8108,8149,32150,15719,16431,38647,18892,19755,16860,8278,8582,17305,8558,8747,41658,20530,21128,98179,42310,22566,19744,95,79469,251328,25974,273,1,227301,114443,112858,126246,66660,59586,323724,166303,157421,6600,3449,3151,3849,1924,1925,35,21,14,3641,1810,1831,3832,34,3629,10623,6327,3127,3200,15519,6630,7693,2002,3286,2446,2564,42572,11857,29780,2035,9083,1848,7041,4129,296283,6583,3257,3326,1772,857,915,1290,551,739,13927,7088,6839,16101,8013,8088,550,223,327,5243,3567,1676,8685,5450,3235,11725,7061,4664,33513,18527,14986,6824,3002,3822,71153,36304,34849,134673,67546,67127,10,10,10,180720,74900,105820,112142,76416,35726,176462,73582,102880,4258,1318,2940,110129,245935,186518,14021,3108,2518,31842,806,3476,6111,102076,154012,37667,98428,31496,66932,356990,104528,252462,106143,98434,96505,88796,98295,98428,6340,1369,356990,3,0,96808,1206,25027,73064,3621,12146,82325,98053,55,97663,95824,429,81343,36032,97771,186,97732,123,97318,9,97542,50317,244,92108,81455,59836,43912,9872,18245,75317,94505,47001,59357,89191,65798,38449,20800,15041,1766,4029,27477,531
15,México,9,NO,Disperso 1,443541,227916,215625,29999,14941,15058,177990,413518,212959,200559,393473,202976,190497,324989,168942,156047,295050,153926,141124,265527,139115,126412,29857,14906,14951,58672,29111,29561,69639,34613,35026,29939,15016,14923,29523,14811,14712,59406,30053,29353,119160,33539,18953,14586,94,148467,271701,23349,24,2,428777,219243,209534,14051,8298,5753,389630,201011,188619,3241,1789,1452,70613,38426,32187,1306,917,389,68813,37256,31557,69999,1269,68241,150579,4594,2369,2225,17491,7790,7085,3587,4261,3963,3616,36961,12519,22478,3669,8474,2675,7179,4649,386850,17761,8885,8876,2132,1007,1125,4605,2186,2419,15474,7932,7542,9187,4706,4481,1247,562,685,33843,23940,9903,32837,22877,9960,47493,24149,23344,63086,32255,30831,11802,4950,6852,83784,41621,42163,46858,23288,23570,7,6,7,219184,90257,128927,104685,78262,26423,215040,89728,125312,4144,529,3615,129161,314181,20241,5047,5206,626,277274,2853,584,3405,111311,187839,25743,99785,27144,72641,442959,105309,337650,123412,99795,121850,98233,99673,99785,13292,10325,442959,4,1,94175,5467,36379,63257,5119,21693,72827,97463,2179,82678,36105,16960,58788,30541,54476,33171,65989,33606,59708,1053,56011,71365,5376,43334,21951,11368,27298,2202,9830,52005,85088,7405,3640,73853,9115,10855,796,690,10461,25099,87345,6151
