ENTIDAD,NOM_ENT ,DISTRITO,INDIGENA,COMPLEJIDA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_0A17,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,POB_EDADNE,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LEN,PCDISC_AUD,PCDISC_M_A,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_C,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRI,PAFIL_OTRA,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCIN,VPH_SINTIC
9,Ciudad de México,3,NO,Altamente Concentrado 1,432205,227255,204950,11784,5702,6082,86717,420056,221370,198686,410780,216806,193974,377144,200360,176784,361474,192669,168805,345123,184700,160423,14191,6954,7237,28721,14056,14665,35256,17270,17986,15670,7691,7979,16351,7969,8382,43088,21303,21785,115600,78650,45565,33085,90,70366,306611,54863,365,1,349428,181067,168361,79365,44454,34911,388572,205428,183144,20545,10573,9972,3208,1708,1500,21,15,6,3159,1678,1481,3199,21,3150,7261,8864,4503,4361,24000,12346,9965,2886,5823,4220,4051,56564,19192,36011,2857,13668,2920,11463,6358,348220,3278,1564,1714,1475,701,774,969,430,539,13779,6802,6977,21840,11006,10834,386,158,228,3675,2658,1017,4863,3374,1489,10863,7082,3781,30849,18645,12204,7539,3341,4198,60401,30819,29582,234812,122122,112690,11,11,12,239069,110331,128738,137554,89796,47758,232719,107939,124780,6350,2392,3958,90370,341302,238847,48827,902,11600,34369,876,10983,2854,147260,171393,58399,134168,54550,79618,431347,164470,266877,149381,134204,145267,130090,133962,134168,10714,4463,431347,3,0,133490,334,37763,96070,3888,12670,117275,133798,38,133597,132706,239,107591,84062,133572,45,133748,87,133511,2,133563,65802,188,128896,115721,97011,64567,9851,33588,106789,130067,86856,96128,123961,105899,66399,50965,31801,1661,2869,22687,322
9,Ciudad de México,4,NO,Altamente Concentrado 1,367231,186862,180369,11060,5378,5682,86872,356124,181459,174665,347358,177046,170312,312386,159960,152426,296476,152022,144454,280312,144022,136290,13408,6714,6694,30330,14785,15545,36474,17899,18575,15910,7938,7972,16164,8000,8164,41444,20185,21259,100805,49927,27709,22218,96,70708,264665,31811,47,1,294424,147592,146832,70518,38465,32053,328196,171103,157093,8878,4544,4334,5196,2692,2504,50,31,19,4964,2625,2339,5162,46,4934,12921,6139,3072,3067,21196,9832,9960,2416,4482,2942,3237,47623,14256,32216,2135,9720,1974,8915,5744,295710,4281,2145,2136,1186,547,639,896,400,496,13021,6517,6504,17179,8645,8534,547,255,292,4826,3315,1511,13896,4932,8964,12899,7854,5045,30429,17315,13114,9251,4219,5032,65189,33485,31704,155092,78887,76205,10,10,10,199822,87469,112353,112070,72246,39824,195759,86017,109742,4063,1452,2611,108164,258911,144250,39491,342,7170,54230,673,4745,11373,115605,152837,43880,100904,38235,62669,357007,126322,230685,108250,100930,105839,98519,100772,100904,5965,1355,357007,3,0,100288,473,27365,73400,6269,12591,81906,100729,39,100493,98153,275,79740,64426,100617,64,100701,66,100416,2,100640,56559,269,93813,81122,62017,41163,7479,25678,76578,97080,52549,64156,92677,72424,42046,26030,18350,1798,3037,23995,434
9,Ciudad de México,5,NO,Concentrado 1,361414,187848,173566,10110,4989,5121,84189,351029,182721,168308,342570,178515,164055,308612,161968,146644,293003,154261,138742,276950,146409,130541,12965,6445,6520,29452,14308,15144,35623,17382,18241,15609,7707,7902,16053,7852,8201,42295,20669,21626,99246,55451,31138,24313,92,68136,255286,37717,275,1,284503,146488,138015,73537,39645,33892,328120,171605,156515,12970,6167,6803,7762,4156,3606,60,42,18,7658,4090,3568,7723,59,7620,19058,5551,2807,2744,17425,8400,7043,2153,3992,2976,3134,43036,13805,26500,2224,9878,1999,9081,6221,297415,3491,1767,1724,1142,572,570,978,443,535,12779,6404,6375,20192,9808,10384,480,212,268,4782,3160,1622,6333,4049,2284,11536,6870,4666,26670,14696,11974,8651,3722,4929,54759,28044,26715,175831,91722,84109,11,11,11,196065,88381,107684,111920,73345,38575,191628,86650,104978,4437,1731,2706,108549,252309,121519,47904,328,9432,57082,983,18905,3970,112970,153931,41504,103599,37923,65676,358562,119610,238952,117803,103661,114029,99887,103493,103599,9415,4727,358562,3,0,102062,1324,29526,73847,6786,11751,84834,103152,224,95442,73209,7934,88116,73775,102427,653,102957,416,95182,33,102528,43810,272,94158,84705,68532,57590,7369,12094,83573,99335,60938,69318,96611,75860,48624,34560,20715,1677,2823,23818,425
9,Ciudad de México,6,NO,Altamente Concentrado 2,405335,213532,191803,11174,5648,5526,90122,394061,207830,186231,385072,203397,181675,349514,185903,163611,332587,177472,155115,315113,168890,146223,13770,6773,6997,30777,15154,15623,37795,18763,19032,16927,8431,8496,17474,8582,8892,45585,22979,22606,110855,67535,38488,29047,89,72648,285874,46713,100,1,333298,171686,161612,66372,38989,27383,372590,196453,176137,9773,5763,4010,5463,3361,2102,51,40,11,5372,3296,2076,5445,51,5356,11265,9529,4883,4646,20886,10425,8838,2760,4879,3885,3860,50711,16518,32243,2776,11392,2520,10559,6379,329664,3723,1795,1928,1379,689,690,1051,478,573,13898,6956,6942,20476,10289,10187,539,244,295,5684,3812,1872,7835,5022,2813,13950,8665,5285,33261,19144,14117,9807,4296,5511,68703,35446,33257,188674,99251,89423,11,11,11,222930,103268,119662,124973,81934,43039,217651,101370,116281,5279,1898,3381,107645,296465,173633,41436,303,2931,47098,580,40865,2658,128392,168880,51252,115949,44025,71924,403381,140415,262966,123899,116022,113014,105137,115801,115949,6250,1627,403381,3,0,114842,903,34260,81458,6481,14988,94249,115675,91,114915,112114,851,99502,37649,115343,150,115460,296,114688,4,115217,53299,264,108481,98944,83030,59937,8962,10838,93887,112085,70723,84558,107228,89556,63446,43315,24586,1688,3033,22333,442
9,Ciudad de México,7,NO,Altamente Concentrado 1,382108,200716,181392,10581,5146,5435,81770,371459,195534,175925,362895,191309,171586,331213,175897,155316,316354,168644,147710,300270,160677,139593,13137,6445,6692,27109,13192,13917,33312,16241,17071,14859,7253,7606,16084,7967,8117,40261,19961,20300,98453,70820,40564,30256,90,65686,266819,49535,68,1,323055,167330,155725,57657,32712,24945,351514,185488,166026,10624,5528,5096,2577,1355,1222,17,9,8,2525,1334,1191,2562,17,2511,6182,6283,3175,3108,23081,12256,9303,2849,5731,4201,4163,47106,17222,28397,2635,11915,2609,10354,6278,308832,3361,1645,1716,1304,599,705,993,422,571,13331,6720,6611,19211,9733,9478,441,180,261,3988,2806,1182,5141,3504,1637,11799,7561,4238,30805,18423,12382,7980,3513,4467,63050,32265,30785,186261,96752,89509,11,11,11,202686,91215,111471,127922,84395,43527,197493,89277,108216,5193,1938,3255,99506,282300,176206,51546,742,2025,48246,566,5575,2123,128605,147078,55344,107998,44132,63866,381977,148911,233066,115712,108020,111859,104167,107890,107998,5990,1702,381977,3,0,107435,418,30955,76900,4186,12505,91163,107808,48,107617,105983,237,93879,75139,107655,29,107793,56,107526,1,107646,57156,186,101822,90100,69144,47635,8296,28890,83501,104899,59505,73081,97881,79120,45654,30108,19447,1345,3176,24258,322
9,Ciudad de México,8,NO,Altamente Concentrado 1,328126,172989,155137,10070,5050,5020,72277,317955,167887,150068,310051,163971,146080,281700,150091,131609,268803,143731,125072,255748,137266,118482,12007,5910,6097,24248,11886,12362,29449,14402,15047,12897,6360,6537,13055,6465,6590,33546,16672,16874,88626,55266,32373,22893,89,59222,231252,37551,101,1,272851,142121,130730,52330,29504,22826,295812,156863,138949,12759,6456,6303,4023,2138,1885,28,20,8,3949,2092,1857,4009,28,3935,8927,8405,4349,4056,19767,10031,8610,2248,4390,3050,3137,43763,14141,28813,2243,9810,1973,8468,5220,261904,3075,1519,1556,1255,621,634,981,443,538,10315,5241,5074,14160,7181,6979,395,164,231,2926,2099,827,3887,2680,1207,8755,5646,3109,25712,15654,10058,8401,4042,4359,54962,28477,26485,158416,82164,76252,11,11,11,188963,88722,100241,92215,61155,31060,184750,87100,97650,4213,1622,2591,97279,230486,140240,42350,322,1784,41737,861,6337,1932,114322,122007,45216,106349,47706,58643,327317,142542,184775,119810,106391,113537,100118,106094,106349,9942,3477,327317,3,0,105800,221,26578,79474,2756,8669,94620,105999,53,105979,105800,72,90568,86314,105841,18,105976,62,105872,2,105816,67757,218,100720,88588,70785,34099,8576,24171,80882,102164,59527,71494,97303,78528,46123,35204,22293,1824,3078,23122,408
9,Ciudad de México,9,NO,Altamente Concentrado 2,393799,202809,190990,13271,6630,6641,103861,380383,196106,184277,369825,190992,178833,328045,170611,157434,309128,161249,147879,289793,151878,137915,16225,7876,8349,36113,17619,18494,43314,21210,22104,18917,9362,9555,19335,9371,9964,46818,23064,23754,110510,46437,25467,20970,94,84526,279337,29791,145,1,325119,165520,159599,67416,36653,30763,360253,186133,174120,8944,4614,4330,4822,2531,2291,44,25,19,4758,2499,2259,4800,44,4736,13065,7302,3673,3629,21124,9829,9524,2646,4459,3216,3498,47355,14961,31139,2524,9767,2175,9119,6028,322162,5100,2429,2671,1571,747,824,1157,527,630,15291,7616,7675,19254,9712,9542,692,308,384,5203,3486,1717,6743,4283,2460,13526,8134,5392,32316,18291,14025,9887,4525,5362,78195,39806,38389,158240,80807,77433,10,10,10,207106,89070,118036,120413,81273,39140,202782,87591,115191,4324,1479,2845,107221,286324,131611,50719,558,3733,94659,1114,4388,3155,116962,165644,45385,107218,38560,68658,393453,131400,262053,119250,107247,118001,105998,106995,107218,9758,2245,393453,3,0,105028,1928,30845,76099,7130,14283,85532,106703,245,104658,100367,2286,89365,48234,106131,569,106672,271,104422,18,106363,60254,361,97070,82667,58624,41619,10915,38574,82723,102199,50862,65046,96640,72119,42306,21965,15773,2305,4314,29896,650
10,Durango,1,NO,Muy Disperso 2,470881,238151,232730,27354,13430,13924,172282,442574,224240,218334,422167,214207,207960,352704,180164,172540,324393,166194,158199,297646,152877,144769,30580,15037,15543,59290,29039,30251,67833,33307,34526,28311,13970,14341,26747,13317,13430,56400,28362,28038,120062,48192,24844,23348,97,145535,291374,33019,953,2,424245,214799,209446,41162,20637,20525,410610,208917,201693,8440,4239,4201,42907,21856,21051,8438,4992,3446,33828,16501,17327,40041,6668,32749,50528,3860,1904,1956,26143,12526,11426,3929,5304,4667,4949,52055,16774,31892,3543,10460,2555,10859,5255,389364,12426,6095,6331,2348,1112,1236,2558,1109,1449,17898,9304,8594,15731,8172,7559,2354,1018,1336,15441,8641,6800,17176,9263,7913,30553,14185,16368,45015,20848,24167,10347,4625,5722,100024,53234,46790,108854,57129,51725,9,9,9,195187,72084,123103,155781,107723,48058,189558,70922,118636,5629,1162,4467,131257,338237,126500,42101,2297,2153,155644,6910,6867,1832,121511,191336,39545,119207,36962,82245,467690,133616,334074,158648,119335,155209,115896,119037,119207,26171,13142,467690,3,0,106873,11816,33040,85654,4361,16579,97754,111354,7317,111973,80776,6725,93403,26391,98957,11275,102540,16143,99820,3062,98734,49517,7370,95324,77907,55408,63950,16465,23595,69818,100984,35801,27562,96439,45112,53711,15755,12067,12610,19171,66473,8971
10,Durango,2,NO,Muy Disperso 1,462293,232557,229736,24770,12319,12451,151794,436895,219921,216974,418484,210794,207690,358800,181688,177112,334123,169550,164573,309871,157734,152137,27627,13585,14042,50468,24648,25820,58693,28749,29944,24677,12138,12539,24252,11816,12436,55011,27335,27676,117791,53535,27817,25718,98,127542,298123,36000,628,2,373161,188095,185066,85575,42777,42798,403605,204642,198963,11413,5615,5798,814,328,486,21,14,7,763,310,453,791,15,746,1576,4525,2202,2323,23923,11350,10575,3385,4519,4813,3789,59421,17439,39596,3447,11236,2525,10567,5490,375549,11702,5765,5937,1834,862,972,2587,1133,1454,16925,8594,8331,17225,8564,8661,1260,503,757,7288,3504,3784,8784,4198,4586,25428,12293,13135,46286,23968,22318,11653,4939,6714,96558,50500,46058,131852,66081,65771,9,9,9,207018,78934,128084,151037,102479,48558,201017,77418,123599,6001,1516,4485,98459,362816,266070,36684,643,1118,58310,1402,2712,1051,115918,197319,45427,128258,38683,89575,459876,128486,331390,162403,128301,156343,122241,128118,128258,27349,6753,459876,3,0,126080,1830,31815,96095,2559,11845,113503,127320,596,126913,118364,1001,87093,26685,122705,3444,124730,3155,123877,132,122485,55373,716,121344,104513,74249,66817,13563,33698,86234,122804,41731,33370,115114,55541,51795,16951,12788,2904,9113,63753,1359
10,Durango,3,NO,Muy Disperso 1,428660,215675,212985,22159,10976,11183,142120,406027,204458,201569,389828,196488,193340,332848,168582,164266,309181,156928,152253,286066,145605,140461,24375,11920,12455,48804,23956,24848,56511,27784,28727,23667,11654,12013,23115,11323,11792,48458,23942,24516,107224,55468,27869,27599,98,119005,269999,39182,474,2,378340,189720,188620,44606,23078,21528,377616,191251,186365,8381,4228,4153,434,200,234,21,16,5,387,174,213,424,19,380,912,3921,1979,1942,25689,13533,10336,3575,5033,5182,4349,52413,18081,32667,3025,10649,2519,10033,5065,347764,10240,5023,5217,2041,925,1116,2428,1055,1373,16060,8277,7783,14238,7009,7229,1093,431,662,8624,3860,4764,8243,3655,4588,35246,16337,18909,50119,24908,25211,9913,4220,5693,91504,48933,42571,101893,52060,49833,9,9,9,184959,64549,120410,146751,103620,43131,180204,63652,116552,4755,897,3858,117536,310407,133158,37396,953,389,131295,6753,2919,1640,106588,185415,40731,116810,33494,83316,427630,111959,315671,157432,116849,154169,113586,116653,116810,30567,10016,427630,3,0,114474,2040,31269,85245,2679,11977,101856,115744,769,114940,90484,1573,89941,17821,110601,2558,111624,4880,110434,184,110050,43488,636,109829,94688,64689,68604,17189,40640,69018,109552,31711,28380,102042,38375,61860,9887,8208,4314,9082,68904,1494
10,Durango,4,NO,Concentrado 2,470816,241401,229415,21510,10479,11031,146150,448186,230362,217824,431396,222177,209219,371769,192989,178780,347874,181270,166604,323546,169277,154269,25359,12439,12920,51058,24934,26124,57687,28294,29393,23895,11719,12176,24328,11993,12335,58267,28715,29552,126244,52283,29036,23247,95,121822,313133,34741,1120,2,426244,219306,206938,39354,19524,19830,414393,215825,198568,11016,5170,5846,3087,1416,1671,35,22,13,2927,1378,1549,2986,24,2837,5270,5005,2503,2502,26198,13442,11084,3028,4415,4697,4588,53961,17280,32868,2804,9284,2168,10870,6667,386504,9539,4598,4941,1413,661,752,1489,606,883,18367,9392,8975,22883,11827,11056,967,402,565,4426,2187,2239,5571,2727,2844,16181,8166,8015,32167,16360,15807,7905,3403,4502,101059,52504,48555,170641,89851,80790,10,10,10,231115,99629,131486,139526,93049,46477,225418,97951,127467,5697,1678,4019,114142,355205,218936,69302,3119,4746,59305,1638,4267,1444,137768,183824,49974,129423,48113,81310,466077,162071,304006,154492,129504,148388,123400,129334,129423,18595,6393,466077,3,0,127011,1964,25898,103083,2369,9810,116802,128749,239,128604,120895,377,112698,45922,127655,762,128249,718,127841,34,127707,51381,326,122775,104208,79617,74188,11519,30293,92360,124348,60517,48561,120855,76080,55419,30506,21601,2243,4435,44620,622
11,Guanajuato,1,NO,Disperso 2,382910,202039,180871,22913,11379,11534,140752,359744,190529,169215,343561,182431,161130,288748,155421,133327,265379,143799,121580,241905,132024,109881,24327,12053,12274,46669,23055,23614,54660,27032,27628,23369,11622,11747,23474,11775,11699,49703,26391,23312,106592,38136,20645,17491,89,117278,238483,26896,253,2,354360,187671,166689,25827,13007,12820,334770,179145,155625,5730,2776,2954,4821,2324,2497,82,40,42,4689,2267,2422,4725,76,4602,6683,4133,2213,1920,19109,9094,8239,3258,4399,4050,3840,40037,12669,25592,2995,8628,2235,7913,4396,321318,8094,4025,4069,1608,767,841,2733,1145,1588,14331,7769,6562,11674,6511,5163,1161,459,702,23544,14269,9275,29485,16351,13134,25042,11990,13052,44585,22450,22135,7856,3432,4424,80569,45990,34579,68044,38134,29910,8,8,7,169162,67559,101603,118117,87485,30632,166736,67060,99676,2426,499,1927,85152,297351,58362,16093,1006,146,218145,2310,2315,761,106993,156983,24707,92757,34003,58754,381502,129384,252118,120169,92796,119486,92113,92649,92757,20499,6874,381502,4,1,88366,4201,28686,63881,3630,15657,73280,91108,1460,87536,46319,5033,74790,13982,81198,3866,82907,9621,79841,528,80291,38453,1808,78095,63656,35676,47164,19608,32382,57400,83129,21179,15894,76588,36042,41348,5940,4127,5935,13585,52363,3159
11,Guanajuato,10,NO,Concentración Media,376454,194978,181476,16902,8380,8522,107972,359443,186543,172900,347841,180817,167024,305685,160216,145469,287145,151066,136079,268373,141816,126557,17510,8608,8902,36248,17719,18529,43102,21207,21895,18540,9150,9390,18772,9250,9522,42439,21528,20911,99889,56916,30336,26580,93,89200,246052,41093,109,2,352466,182838,169628,20802,10548,10254,341957,178506,163451,3298,1631,1667,358,142,216,2,2,0,339,134,205,353,1,336,904,3433,1693,1740,20173,10951,8107,2753,4781,3951,3497,40318,14535,25059,2602,9654,2493,8140,4733,313502,6291,3057,3234,1833,891,942,2061,990,1071,12691,6455,6236,12251,6261,5990,969,431,538,19442,11046,8396,21708,11561,10147,36488,19674,16814,53732,28806,24926,8306,3612,4694,78512,42738,35774,79253,39848,39405,8,8,8,184300,74475,109825,120159,85278,34881,180980,73618,107362,3320,857,2463,70916,305192,77972,17944,827,407,202612,2116,3281,2011,96506,174317,34805,103992,35261,68731,376152,118525,257627,145981,104042,145196,103257,103914,103992,30558,11381,376152,3,0,101042,2840,30590,73290,2722,16468,84689,103445,437,102761,82765,1121,88138,28139,100767,1232,101129,2733,100249,102,100282,44039,627,97594,85627,54630,44204,34390,40403,74670,98738,30001,39153,85180,43132,30818,9252,6846,2939,10706,55013,1509
11,Guanajuato,11,NO,Concentrado 2,395212,199720,195492,19584,9595,9989,124839,374532,189578,184954,360479,182563,177916,312792,159138,153654,291678,148670,143008,269277,137742,131535,21108,10519,10589,40632,19921,20711,48313,23871,24442,21114,10468,10646,22401,10928,11473,52945,25878,27067,110472,35361,19077,16284,97,102438,268619,23059,1096,2,357305,180827,176478,34882,17438,17444,351067,179053,172014,6400,3073,3327,904,383,521,16,6,10,881,374,507,890,13,870,1617,9890,4934,4956,17356,8006,7572,2338,3206,2849,3079,37916,10736,24491,2046,6740,1516,7152,5268,336021,8475,4255,4220,1978,930,1048,2286,1003,1283,14412,7411,7001,14950,7557,7393,1204,503,701,9951,6057,3894,12755,7172,5583,20191,10734,9457,41539,21330,20209,10074,4214,5860,86417,44084,42333,110978,55872,55106,9,9,9,206042,84709,121333,106111,74155,31956,201805,83632,118173,4237,1077,3160,82321,311607,225124,16896,596,185,67339,434,3569,457,114708,167242,30707,97035,30067,66968,392824,114612,278212,109719,97068,108941,96290,96859,97035,10363,2288,392824,4,1,95481,1098,17371,79211,1668,8198,86716,96368,216,93650,82772,2934,82744,21817,95773,273,95743,834,93065,42,95463,39044,267,91262,83744,51706,52998,12104,40198,74402,93124,40414,35471,88984,55811,43426,19717,15068,1586,4712,35251,528
11,Guanajuato,12,NO,Concentrado 1,432575,222733,209842,17690,8598,9092,123575,414111,213746,200365,399554,206642,192912,350809,182886,167923,329812,172521,157291,308226,162012,146214,22610,10969,11641,40692,19891,20801,48535,23803,24732,20997,10365,10632,21586,10509,11077,51529,25502,26027,119690,52151,28387,23764,94,101989,295473,34339,774,1,375067,193924,181143,53769,27005,26764,388223,201695,186528,9060,4279,4781,962,420,542,7,4,3,879,378,501,956,5,877,2299,10218,5131,5087,16795,8437,6999,2679,3582,3453,3168,41267,12896,26265,2733,8856,2308,7764,4742,370888,7142,3470,3672,1973,962,1011,1769,805,964,16505,8249,8256,20486,10240,10246,1091,500,591,8991,5620,3371,12821,7543,5278,15930,8895,7035,36966,20513,16453,7905,3529,4376,85573,45046,40527,158370,80456,77914,10,10,10,222161,96145,126016,127758,86355,41403,218213,94926,123287,3948,1219,2729,99568,331739,210983,28574,569,621,83360,1284,9039,1818,124149,186275,40110,123123,42509,80614,431191,139357,291834,156144,123212,150307,117375,123019,123123,27628,5304,431191,3,0,120598,2147,29506,93285,2516,14695,105573,122552,248,122049,112485,750,99539,53303,122393,220,122310,356,121557,32,122114,47629,330,118397,104085,77498,68414,17940,45447,88397,117676,58574,60283,112168,76348,62593,28055,18245,2675,5733,39769,870
11,Guanajuato,13,NO,Disperso 1,410229,211573,198656,22075,10838,11237,132487,388057,200685,187372,373633,193588,180045,321529,167835,153694,299522,156886,142636,277645,146116,131529,21571,10614,10957,44957,22236,22721,52256,25865,26391,22007,10949,11058,21877,10770,11107,49549,25108,24441,108589,52484,27730,24754,93,110610,261878,37644,97,2,391180,201885,189295,15430,7811,7619,365859,191018,174841,3628,1801,1827,368,161,207,20,15,5,341,142,199,360,16,337,655,3140,1608,1532,22462,12292,8528,3349,4840,4581,4099,45277,16512,27818,3191,9712,2414,8819,5205,339870,8932,4324,4608,1973,945,1028,2985,1407,1578,13045,6700,6345,10896,5592,5304,1323,557,766,22002,12582,9420,23915,12444,11471,39605,20657,18948,55272,28088,27184,8662,3732,4930,94922,52672,42250,68105,34513,33592,7,7,7,182400,64065,118335,137852,103382,34470,179440,63529,115911,2960,536,2424,73766,336244,67673,17081,1094,553,246122,2226,2047,1257,101071,189606,30798,102886,32063,70823,408533,118493,290040,133650,102920,133145,102415,102778,102886,23857,6873,408533,3,1,100092,2657,29938,72811,3918,18058,80774,102306,444,101276,53131,1474,78893,12900,97627,1369,98293,4449,97055,69,96969,47025,853,93384,80152,41567,46729,21641,48882,68314,96442,22423,26202,82529,33532,27378,5227,4468,3768,13497,63479,1877
